ts,iso_time,equity,cash,position_symbol,position_qty,position_entry_price
1646352000000,2022-03-04T00:00:00.000Z,9572.978073580007,20.597445580006024,SOL,100.2,97.8
1646395200000,2022-03-04T12:00:00.000Z,9327.225549580005,20.597445580006024,SOL,100.2,97.8
1646438400000,2022-03-05T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646481600000,2022-03-05T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646524800000,2022-03-06T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646568000000,2022-03-06T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646611200000,2022-03-07T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646654400000,2022-03-07T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646697600000,2022-03-08T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646740800000,2022-03-08T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646784000000,2022-03-09T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646827200000,2022-03-09T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646870400000,2022-03-10T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646913600000,2022-03-10T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1646956800000,2022-03-11T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647000000000,2022-03-11T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647043200000,2022-03-12T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647086400000,2022-03-12T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647129600000,2022-03-13T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647172800000,2022-03-13T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647216000000,2022-03-14T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647259200000,2022-03-14T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647302400000,2022-03-15T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647345600000,2022-03-15T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647388800000,2022-03-16T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647432000000,2022-03-16T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647475200000,2022-03-17T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647518400000,2022-03-17T12:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647561600000,2022-03-18T00:00:00.000Z,9327.225549580005,9327.225549580005,CASH,0,0
1647604800000,2022-03-18T12:00:00.000Z,9220.915092580008,20.084640580005725,ETH,3.3000000000000003,2811.91
1647648000000,2022-03-19T00:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647691200000,2022-03-19T12:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647734400000,2022-03-20T00:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647777600000,2022-03-20T12:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647820800000,2022-03-21T00:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647864000000,2022-03-21T12:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647907200000,2022-03-22T00:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647950400000,2022-03-22T12:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1647993600000,2022-03-23T00:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1648036800000,2022-03-23T12:00:00.000Z,9220.882191580007,9220.882191580007,CASH,0,0
1648080000000,2022-03-24T00:00:00.000Z,9434.613955980007,20.97983598000792,ETH,3.11,2949.32
1648123200000,2022-03-24T12:00:00.000Z,9473.620384580006,20.97983598000792,ETH,3.11,2949.32
1648166400000,2022-03-25T00:00:00.000Z,9666.420045180008,20.97983598000792,ETH,3.11,2949.32
1648209600000,2022-03-25T12:00:00.000Z,9842.290047580007,20.97983598000792,ETH,3.11,2949.32
1648252800000,2022-03-26T00:00:00.000Z,9639.692269780007,20.97983598000792,ETH,3.11,2949.32
1648296000000,2022-03-26T12:00:00.000Z,9703.442044980007,20.97983598000792,ETH,3.11,2949.32
1648339200000,2022-03-27T00:00:00.000Z,9772.586985980006,20.97983598000792,ETH,3.11,2949.32
1648382400000,2022-03-27T12:00:00.000Z,9777.455037880009,20.97983598000792,ETH,3.11,2949.32
1648425600000,2022-03-28T00:00:00.000Z,10239.702921480008,20.97983598000792,ETH,3.11,2949.32
1648468800000,2022-03-28T12:00:00.000Z,10397.930111580006,20.97983598000792,ETH,3.11,2949.32
1648512000000,2022-03-29T00:00:00.000Z,10355.264892380008,20.97983598000792,ETH,3.11,2949.32
1648555200000,2022-03-29T12:00:00.000Z,11034.57527798001,21.101718180008902,SOL,97.43,105.75
1648598400000,2022-03-30T00:00:00.000Z,10863.61290838001,21.101718180008902,SOL,97.43,105.75
1648641600000,2022-03-30T12:00:00.000Z,10918.01002598001,21.101718180008902,SOL,97.43,105.75
1648684800000,2022-03-31T00:00:00.000Z,11757.279840380008,21.101718180008902,SOL,97.43,105.75
1648728000000,2022-03-31T12:00:00.000Z,12380.90393858001,21.101718180008902,SOL,97.43,105.75
1648771200000,2022-04-01T00:00:00.000Z,11946.69837488001,21.101718180008902,SOL,97.43,105.75
1648814400000,2022-04-01T12:00:00.000Z,12102.118710880011,21.101718180008902,SOL,97.43,105.75
1648857600000,2022-04-02T00:00:00.000Z,13088.066467380011,21.101718180008902,SOL,97.43,105.75
1648900800000,2022-04-02T12:00:00.000Z,13393.07887678001,21.101718180008902,SOL,97.43,105.75
1648944000000,2022-04-03T00:00:00.000Z,12890.876916080011,21.101718180008902,SOL,97.43,105.75
1648987200000,2022-04-03T12:00:00.000Z,13532.95717918001,21.101718180008902,SOL,97.43,105.75
1649030400000,2022-04-04T00:00:00.000Z,13594.49241275001,30.16949774001114,ETH,3.863,3484.96
1649073600000,2022-04-04T12:00:00.000Z,13429.536479620012,30.16949774001114,ETH,3.863,3484.96
1649116800000,2022-04-05T00:00:00.000Z,13585.21051224001,30.16949774001114,ETH,3.863,3484.96
1649160000000,2022-04-05T12:00:00.000Z,13598.65193663001,30.16949774001114,ETH,3.863,3484.96
1649203200000,2022-04-06T00:00:00.000Z,13151.88826063001,30.16949774001114,ETH,3.863,3484.96
1649246400000,2022-04-06T12:00:00.000Z,12757.927429440011,30.16949774001114,ETH,3.863,3484.96
1649289600000,2022-04-07T00:00:00.000Z,12233.40376535001,30.16949774001114,ETH,3.863,3484.96
1649332800000,2022-04-07T12:00:00.000Z,12553.687104110013,30.16949774001114,ETH,3.863,3484.96
1649376000000,2022-04-08T00:00:00.000Z,12459.404562830012,30.16949774001114,ETH,3.863,3484.96
1649419200000,2022-04-08T12:00:00.000Z,12579.838184800012,30.16949774001114,ETH,3.863,3484.96
1649462400000,2022-04-09T00:00:00.000Z,12325.37546003001,30.16949774001114,ETH,3.863,3484.96
1649505600000,2022-04-09T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649548800000,2022-04-10T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649592000000,2022-04-10T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649635200000,2022-04-11T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649678400000,2022-04-11T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649721600000,2022-04-12T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649764800000,2022-04-12T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649808000000,2022-04-13T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649851200000,2022-04-13T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649894400000,2022-04-14T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649937600000,2022-04-14T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1649980800000,2022-04-15T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650024000000,2022-04-15T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650067200000,2022-04-16T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650110400000,2022-04-16T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650153600000,2022-04-17T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650196800000,2022-04-17T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650240000000,2022-04-18T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650283200000,2022-04-18T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650326400000,2022-04-19T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650369600000,2022-04-19T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650412800000,2022-04-20T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650456000000,2022-04-20T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650499200000,2022-04-21T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650542400000,2022-04-21T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650585600000,2022-04-22T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650628800000,2022-04-22T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650672000000,2022-04-23T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650715200000,2022-04-23T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650758400000,2022-04-24T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650801600000,2022-04-24T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650844800000,2022-04-25T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650888000000,2022-04-25T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650931200000,2022-04-26T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1650974400000,2022-04-26T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651017600000,2022-04-27T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651060800000,2022-04-27T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651104000000,2022-04-28T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651147200000,2022-04-28T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651190400000,2022-04-29T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651233600000,2022-04-29T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651276800000,2022-04-30T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651320000000,2022-04-30T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651363200000,2022-05-01T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651406400000,2022-05-01T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651449600000,2022-05-02T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651492800000,2022-05-02T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651536000000,2022-05-03T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651579200000,2022-05-03T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651622400000,2022-05-04T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651665600000,2022-05-04T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651708800000,2022-05-05T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651752000000,2022-05-05T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651795200000,2022-05-06T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651838400000,2022-05-06T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651881600000,2022-05-07T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651924800000,2022-05-07T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1651968000000,2022-05-08T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652011200000,2022-05-08T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652054400000,2022-05-09T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652097600000,2022-05-09T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652140800000,2022-05-10T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652184000000,2022-05-10T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652227200000,2022-05-11T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652270400000,2022-05-11T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652313600000,2022-05-12T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652356800000,2022-05-12T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652400000000,2022-05-13T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652443200000,2022-05-13T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652486400000,2022-05-14T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652529600000,2022-05-14T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652572800000,2022-05-15T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652616000000,2022-05-15T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652659200000,2022-05-16T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652702400000,2022-05-16T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652745600000,2022-05-17T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652788800000,2022-05-17T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652832000000,2022-05-18T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652875200000,2022-05-18T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652918400000,2022-05-19T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1652961600000,2022-05-19T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653004800000,2022-05-20T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653048000000,2022-05-20T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653091200000,2022-05-21T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653134400000,2022-05-21T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653177600000,2022-05-22T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653220800000,2022-05-22T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653264000000,2022-05-23T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653307200000,2022-05-23T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653350400000,2022-05-24T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653393600000,2022-05-24T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653436800000,2022-05-25T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653480000000,2022-05-25T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653523200000,2022-05-26T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653566400000,2022-05-26T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653609600000,2022-05-27T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653652800000,2022-05-27T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653696000000,2022-05-28T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653739200000,2022-05-28T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653782400000,2022-05-29T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653825600000,2022-05-29T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653868800000,2022-05-30T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653912000000,2022-05-30T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653955200000,2022-05-31T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1653998400000,2022-05-31T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654041600000,2022-06-01T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654084800000,2022-06-01T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654128000000,2022-06-02T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654171200000,2022-06-02T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654214400000,2022-06-03T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654257600000,2022-06-03T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654300800000,2022-06-04T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654344000000,2022-06-04T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654387200000,2022-06-05T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654430400000,2022-06-05T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654473600000,2022-06-06T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654516800000,2022-06-06T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654560000000,2022-06-07T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654603200000,2022-06-07T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654646400000,2022-06-08T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654689600000,2022-06-08T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654732800000,2022-06-09T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654776000000,2022-06-09T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654819200000,2022-06-10T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654862400000,2022-06-10T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654905600000,2022-06-11T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654948800000,2022-06-11T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1654992000000,2022-06-12T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655035200000,2022-06-12T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655078400000,2022-06-13T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655121600000,2022-06-13T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655164800000,2022-06-14T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655208000000,2022-06-14T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655251200000,2022-06-15T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655294400000,2022-06-15T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655337600000,2022-06-16T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655380800000,2022-06-16T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655424000000,2022-06-17T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655467200000,2022-06-17T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655510400000,2022-06-18T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655553600000,2022-06-18T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655596800000,2022-06-19T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655640000000,2022-06-19T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655683200000,2022-06-20T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655726400000,2022-06-20T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655769600000,2022-06-21T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655812800000,2022-06-21T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655856000000,2022-06-22T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655899200000,2022-06-22T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655942400000,2022-06-23T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1655985600000,2022-06-23T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656028800000,2022-06-24T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656072000000,2022-06-24T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656115200000,2022-06-25T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656158400000,2022-06-25T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656201600000,2022-06-26T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656244800000,2022-06-26T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656288000000,2022-06-27T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656331200000,2022-06-27T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656374400000,2022-06-28T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656417600000,2022-06-28T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656460800000,2022-06-29T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656504000000,2022-06-29T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656547200000,2022-06-30T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656590400000,2022-06-30T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656633600000,2022-07-01T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656676800000,2022-07-01T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656720000000,2022-07-02T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656763200000,2022-07-02T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656806400000,2022-07-03T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656849600000,2022-07-03T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656892800000,2022-07-04T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656936000000,2022-07-04T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1656979200000,2022-07-05T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657022400000,2022-07-05T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657065600000,2022-07-06T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657108800000,2022-07-06T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657152000000,2022-07-07T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657195200000,2022-07-07T12:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
1657238400000,2022-07-08T00:00:00.000Z,12325.37546003001,12325.37546003001,CASH,0,0
